customer_id,billing_date,payment_date,payment_value,record_type
C-0183,2023-01-01,2023-01-01,580.85,payment
C-0183,2023-02-01,2023-02-01,580.85,payment
C-0183,2023-03-01,2023-03-01,580.85,payment
C-0183,2023-04-01,2023-04-01,580.85,payment
C-0183,2023-05-01,2023-05-01,580.85,payment
C-0183,2023-06-01,2023-06-01,580.85,payment
C-0183,2023-07-01,2023-07-01,580.85,payment
C-0183,2023-08-01,2023-08-01,580.85,payment
C-0183,2023-09-01,2023-09-01,580.85,payment
C-0183,2023-10-01,2023-10-01,580.85,payment
C-0183,2023-11-01,2023-11-01,580.85,payment
C-0183,2023-12-01,2023-12-01,580.85,payment
C-0183,2024-01-01,2024-01-01,580.85,payment
C-0183,2024-02-01,2024-02-01,580.85,payment
C-0183,2024-03-01,2024-03-01,580.85,payment
C-0183,2024-04-01,2024-04-01,580.85,payment
C-0183,2024-05-01,2024-05-01,580.85,payment
C-0183,2024-06-01,2024-06-01,580.85,payment
C-0183,2024-07-01,2024-07-01,580.85,payment
C-0183,2024-08-01,2024-08-01,580.85,payment
C-0183,2024-09-01,2024-09-01,580.85,payment
C-0183,2024-10-01,2024-10-01,580.85,payment
C-0183,2024-11-01,2024-11-01,580.85,payment
C-0183,2024-12-01,2024-12-01,580.85,payment
C-0184,2021-12-31,2022-01-12,912.12,dunning
C-0184,2021-12-31,2022-01-15,912.12,payment
C-0184,2022-12-31,2023-01-11,912.12,payment
C-0184,2023-12-31,2024-01-13,912.12,payment
C-0185,2020-12-31,2020-12-31,759.45,payment
C-0185,2021-01-31,2021-01-31,759.45,payment
C-0185,2021-03-03,2021-03-03,759.45,payment
C-0185,2021-03-31,2021-03-31,759.45,payment
C-0185,2021-05-01,2021-05-01,759.45,payment
C-0185,2021-05-31,2021-05-31,759.45,payment
C-0185,2021-07-01,2021-07-01,759.45,payment
C-0185,2021-07-31,2021-07-31,759.45,payment
C-0185,2021-08-31,2021-08-31,759.45,payment
C-0185,2021-10-01,2021-10-01,759.45,payment
C-0185,2021-10-31,2021-10-31,759.45,payment
C-0185,2021-12-01,2021-12-01,759.45,payment
C-0185,2021-12-31,2021-12-31,759.45,payment
C-0185,2022-01-31,2022-01-31,759.45,payment
C-0185,2022-03-03,2022-03-09,759.45,payment
C-0185,2022-03-31,2022-03-31,759.45,payment
C-0185,2022-05-01,2022-05-01,759.45,payment
C-0185,2022-05-31,2022-05-31,759.45,payment
C-0185,2022-07-01,2022-07-01,759.45,payment
C-0185,2022-07-31,2022-07-31,759.45,payment
C-0185,2022-08-31,2022-08-31,759.45,payment
C-0185,2022-10-01,2022-10-01,759.45,payment
C-0185,2022-10-31,2022-10-31,759.45,payment
C-0185,2022-12-01,2022-12-01,759.45,payment
C-0185,2022-12-31,2022-12-31,759.45,payment
C-0185,2023-01-31,2023-01-31,759.45,payment
C-0185,2023-03-03,2023-03-03,759.45,payment
C-0185,2023-03-31,2023-03-31,759.45,payment
C-0185,2023-05-01,2023-05-01,759.45,payment
C-0185,2023-05-31,2023-05-31,759.45,payment
C-0185,2023-07-01,2023-07-01,759.45,payment
C-0185,2023-07-31,2023-07-31,759.45,payment
C-0185,2023-08-31,2023-08-31,759.45,payment
C-0185,2023-10-01,2023-10-01,759.45,payment
C-0185,2023-10-31,2023-10-31,759.45,payment
C-0185,2023-12-01,2023-12-01,759.45,payment
C-0185,2023-12-31,2023-12-31,759.45,payment
C-0185,2024-01-31,2024-01-31,759.45,payment
C-0185,2024-03-02,2024-03-02,759.45,payment
C-0185,2024-03-31,2024-03-31,759.45,payment
C-0185,2024-05-01,2024-05-01,759.45,payment
C-0185,2024-05-31,2024-05-31,759.45,payment
C-0185,2024-07-01,2024-07-01,759.45,payment
C-0185,2024-07-31,2024-07-31,759.45,payment
C-0185,2024-08-31,2024-08-31,759.45,payment
C-0185,2024-10-01,2024-10-01,759.45,payment
C-0185,2024-10-31,2024-10-31,759.45,payment
C-0185,2024-12-01,2024-12-01,759.45,payment
C-0186,2022-05-31,2022-05-31,1411.8,payment
C-0186,2023-05-31,2023-05-31,1411.8,payment
C-0186,2024-05-31,2024-05-31,1411.8,payment
C-0187,2022-03-03,2022-03-07,2179.08,payment
C-0187,2023-03-03,2023-03-07,2179.08,payment
C-0187,2024-03-03,2024-03-17,2179.08,payment
C-0188,2022-03-03,2022-03-03,84.54,payment
C-0188,2022-04-03,2022-04-09,84.54,payment
C-0188,2022-05-03,2022-05-03,84.54,payment
C-0188,2022-06-03,2022-06-18,84.54,payment
C-0188,2022-07-03,2022-07-03,84.54,payment
C-0188,2022-08-03,2022-08-03,84.54,payment
C-0188,2022-09-03,2022-09-04,84.54,payment
C-0188,2022-10-03,2022-10-16,84.54,payment
C-0188,2022-11-03,2022-11-03,84.54,payment
C-0188,2022-12-03,2022-12-13,84.54,payment
C-0188,2023-01-03,2023-01-03,84.54,payment
C-0188,2023-02-03,2023-02-03,84.54,payment
C-0188,2023-03-03,2023-03-03,84.54,payment
C-0188,2023-04-03,2023-04-03,84.54,payment
C-0188,2023-05-03,2023-05-03,84.54,payment
C-0188,2023-06-03,2023-06-03,84.54,payment
C-0188,2023-07-03,2023-07-03,84.54,payment
C-0188,2023-08-03,2023-08-03,84.54,payment
C-0188,2023-09-03,2023-09-03,84.54,payment
C-0188,2023-10-03,2023-10-03,84.54,payment
C-0188,2023-11-03,2023-11-03,84.54,payment
C-0188,2023-12-03,2023-12-03,84.54,payment
C-0188,2024-01-03,2024-01-03,84.54,payment
C-0188,2024-02-03,2024-02-03,84.54,payment
C-0188,2024-03-03,2024-03-03,84.54,payment
C-0188,2024-04-03,2024-04-03,84.54,payment
C-0188,2024-05-03,2024-05-03,84.54,payment
C-0188,2024-06-03,2024-06-03,84.54,payment
C-0188,2024-07-03,2024-07-03,84.54,payment
C-0188,2024-08-03,2024-08-03,84.54,payment
C-0188,2024-09-03,2024-09-03,84.54,payment
C-0188,2024-10-03,2024-10-03,84.54,payment
C-0188,2024-11-03,2024-11-03,84.54,payment
C-0188,2024-12-03,2024-12-03,84.54,payment
C-0189,2021-03-31,2021-03-31,143.88,payment
C-0189,2021-05-01,2021-05-01,143.88,payment
C-0189,2021-05-31,2021-05-31,143.88,payment
C-0189,2021-07-01,2021-07-01,143.88,payment
C-0189,2021-07-31,2021-07-31,143.88,payment
C-0189,2021-08-31,2021-08-31,143.88,payment
C-0189,2021-10-01,2021-10-01,143.88,payment
C-0189,2021-10-31,2021-10-31,143.88,payment
C-0189,2021-12-01,2021-12-01,143.88,payment
C-0189,2021-12-31,2021-12-31,143.88,payment
C-0189,2022-01-31,2022-01-31,143.88,payment
C-0189,2022-03-03,2022-03-03,143.88,payment
C-0189,2022-03-31,2022-03-31,143.88,payment
C-0189,2022-05-01,2022-05-01,143.88,payment
C-0189,2022-05-31,2022-05-31,143.88,payment
C-0189,2022-07-01,2022-07-01,143.88,payment
C-0189,2022-07-31,2022-07-31,143.88,payment
C-0189,2022-08-31,2022-08-31,143.88,payment
C-0189,2022-10-01,2022-10-01,143.88,payment
C-0189,2022-10-31,2022-10-31,143.88,payment
C-0189,2022-12-01,2022-12-01,143.88,payment
C-0189,2022-12-31,2022-12-31,143.88,payment
C-0189,2023-01-31,2023-01-31,143.88,payment
C-0189,2023-03-03,2023-03-03,143.88,payment
C-0189,2023-03-31,2023-03-31,143.88,payment
C-0189,2023-05-01,2023-05-01,143.88,payment
C-0189,2023-05-31,2023-05-31,143.88,payment
C-0189,2023-07-01,2023-07-01,143.88,payment
C-0189,2023-07-31,2023-07-31,143.88,payment
C-0189,2023-08-31,2023-08-31,143.88,payment
C-0189,2023-10-01,2023-10-01,143.88,payment
C-0189,2023-10-31,2023-10-31,143.88,payment
C-0189,2023-12-01,2023-12-01,143.88,payment
C-0189,2023-12-31,2023-12-31,143.88,payment
C-0189,2024-01-31,2024-01-31,143.88,payment
C-0189,2024-03-02,2024-03-02,143.88,payment
C-0189,2024-03-31,2024-03-31,143.88,payment
C-0189,2024-05-01,2024-05-01,143.88,payment
C-0189,2024-05-31,2024-05-31,143.88,payment
C-0189,2024-07-01,2024-07-01,143.88,payment
C-0189,2024-07-31,2024-07-31,143.88,payment
C-0189,2024-08-31,2024-08-31,143.88,payment
C-0189,2024-10-01,2024-10-01,143.88,payment
C-0189,2024-10-31,2024-10-31,143.88,payment
C-0189,2024-12-01,2024-12-01,143.88,payment
C-0190,2023-08-31,2023-09-15,7313.76,payment
C-0190,2024-08-31,2024-09-02,7313.76,payment
C-0191,2021-03-03,2021-03-11,42128.52,payment
C-0191,2022-03-03,2022-03-11,42128.52,payment
C-0191,2023-03-03,2023-03-07,42128.52,payment
C-0191,2024-03-03,2024-03-13,42128.52,payment
C-0192,2021-12-01,2021-12-03,1530.24,payment
C-0192,2022-12-01,2022-12-12,1530.24,payment
C-0192,2023-12-01,2023-12-01,1530.24,payment
C-0192,2024-12-01,2024-12-01,1530.24,payment
C-0193,2021-10-31,2021-10-31,843.12,payment
C-0193,2022-10-31,2022-11-03,843.12,payment
C-0193,2022-10-31,2022-11-03,843.12,payment
C-0193,2023-10-31,2023-10-31,843.12,payment
C-0193,2024-10-31,2024-10-31,843.12,payment
C-0194,2024-07-01,2024-07-03,1713.84,dunning
C-0194,2024-07-01,2024-07-03,1713.84,dunning
C-0194,2024-07-01,2024-07-04,1713.84,payment
C-0194,2024-07-01,2024-07-11,1713.84,dunning
C-0194,2024-07-01,2024-07-12,1713.84,dunning
C-0195,2023-01-31,2023-02-03,24319.8,dunning
C-0195,2023-01-31,2023-02-05,24319.8,dunning
C-0195,2023-01-31,2023-02-12,24319.8,payment
C-0195,2024-01-31,2024-02-10,24319.8,payment
C-0195,2024-01-31,2024-02-15,24319.8,dunning
C-0196,2024-03-31,2024-03-31,212.2,payment
C-0196,2024-05-01,2024-05-01,212.2,payment
C-0196,2024-05-31,2024-05-31,212.2,payment
C-0196,2024-07-01,2024-07-01,212.2,payment
C-0196,2024-07-31,2024-08-12,212.2,payment
C-0196,2024-08-31,2024-08-31,212.2,payment
C-0196,2024-10-01,2024-10-01,212.2,payment
C-0196,2024-10-31,2024-10-31,212.2,payment
C-0196,2024-12-01,2024-12-01,212.2,payment
C-0197,2024-08-31,2024-09-03,437.07,payment
C-0197,2024-10-01,2024-10-07,437.07,payment
C-0197,2024-10-31,2024-11-12,437.07,payment
C-0197,2024-12-01,2024-12-06,437.07,payment
C-0198,2022-10-31,2022-10-31,32043.36,payment
C-0198,2023-10-31,2023-10-31,32043.36,payment
C-0198,2024-10-31,2024-10-31,32043.36,payment
C-0199,2022-03-31,2022-04-07,1850.4,dunning
C-0199,2022-03-31,2022-04-14,1850.4,payment
C-0199,2023-03-31,2023-04-04,1850.4,dunning
C-0199,2023-03-31,2023-04-08,1850.4,payment
C-0199,2024-03-31,2024-04-14,1850.4,payment
C-0200,2022-10-31,2022-10-31,30946.32,payment
C-0200,2023-10-31,2023-10-31,30946.32,payment
C-0200,2024-10-31,2024-10-31,30946.32,payment
C-0201,2023-03-03,2023-03-03,238.37,payment
C-0201,2023-04-03,2023-04-03,238.37,payment
C-0201,2023-05-03,2023-05-03,238.37,payment
C-0201,2023-06-03,2023-06-03,238.37,payment
C-0201,2023-07-03,2023-07-03,238.37,payment
C-0201,2023-08-03,2023-08-11,238.37,payment
C-0201,2023-09-03,2023-09-12,238.37,payment
C-0201,2023-10-03,2023-10-03,238.37,payment
C-0201,2023-11-03,2023-11-03,238.37,payment
C-0201,2023-12-03,2023-12-03,238.37,payment
C-0201,2024-01-03,2024-01-03,238.37,payment
C-0201,2024-02-03,2024-02-03,238.37,payment
C-0201,2024-03-03,2024-03-03,238.37,payment
C-0201,2024-04-03,2024-04-03,238.37,payment
C-0201,2024-05-03,2024-05-03,238.37,payment
C-0201,2024-06-03,2024-06-03,238.37,payment
C-0201,2024-07-03,2024-07-03,238.37,payment
C-0201,2024-08-03,2024-08-08,238.37,payment
C-0201,2024-09-03,2024-09-03,238.37,payment
C-0201,2024-10-03,2024-10-03,238.37,payment
C-0201,2024-11-03,2024-11-03,238.37,payment
C-0201,2024-12-03,2024-12-03,238.37,payment
C-0202,2022-05-01,2022-05-09,5598.84,payment
C-0202,2023-05-01,2023-05-01,5598.84,payment
C-0202,2024-05-01,2024-05-06,5598.84,payment
C-0203,2021-03-03,2021-03-03,588.23,payment
C-0203,2021-04-03,2021-04-03,588.23,payment
C-0203,2021-05-03,2021-05-03,588.23,payment
C-0203,2021-06-03,2021-06-03,588.23,payment
C-0203,2021-07-03,2021-07-03,588.23,payment
C-0203,2021-08-03,2021-08-03,588.23,payment
C-0203,2021-09-03,2021-09-03,588.23,payment
C-0203,2021-10-03,2021-10-03,588.23,payment
C-0203,2021-11-03,2021-11-08,588.23,payment
C-0203,2021-12-03,2021-12-03,588.23,payment
C-0203,2022-01-03,2022-01-03,588.23,payment
C-0203,2022-02-03,2022-02-03,588.23,payment
C-0203,2022-03-03,2022-03-03,588.23,payment
C-0203,2022-04-03,2022-04-03,588.23,payment
C-0203,2022-05-03,2022-05-03,588.23,payment
C-0203,2022-06-03,2022-06-03,588.23,payment
C-0203,2022-07-03,2022-07-03,588.23,payment
C-0203,2022-08-03,2022-08-03,588.23,payment
C-0203,2022-09-03,2022-09-03,588.23,payment
C-0203,2022-10-03,2022-10-03,588.23,payment
C-0203,2022-11-03,2022-11-03,588.23,payment
C-0203,2022-12-03,2022-12-03,588.23,payment
C-0203,2023-01-03,2023-01-03,588.23,payment
C-0203,2023-02-03,2023-02-03,588.23,payment
C-0203,2023-03-03,2023-03-12,588.23,payment
C-0203,2023-04-03,2023-04-03,588.23,payment
C-0203,2023-05-03,2023-05-03,588.23,payment
C-0203,2023-06-03,2023-06-03,588.23,payment
C-0203,2023-07-03,2023-07-03,588.23,payment
C-0203,2023-08-03,2023-08-03,588.23,payment
C-0203,2023-09-03,2023-09-03,588.23,payment
C-0203,2023-10-03,2023-10-03,588.23,payment
C-0203,2023-11-03,2023-11-03,588.23,payment
C-0203,2023-12-03,2023-12-11,588.23,payment
C-0203,2024-01-03,2024-01-03,588.23,payment
C-0203,2024-02-03,2024-02-03,588.23,payment
C-0203,2024-03-03,2024-03-03,588.23,payment
C-0203,2024-04-03,2024-04-03,588.23,payment
C-0203,2024-05-03,2024-05-09,588.23,payment
C-0203,2024-06-03,2024-06-03,588.23,payment
C-0203,2024-07-03,2024-07-03,588.23,payment
C-0203,2024-08-03,2024-08-03,588.23,payment
C-0203,2024-09-03,2024-09-03,588.23,payment
C-0203,2024-10-03,2024-10-10,588.23,payment
C-0203,2024-11-03,2024-11-03,588.23,payment
C-0203,2024-12-03,2024-12-03,588.23,payment
C-0204,2024-10-31,2024-11-03,9280.08,dunning
C-0204,2024-10-31,2024-11-05,9280.08,dunning
C-0204,2024-10-31,2024-11-08,9280.08,dunning
C-0204,2024-10-31,2024-11-10,9280.08,dunning
C-0204,2024-10-31,2024-11-13,9280.08,payment
C-0205,2021-05-31,2021-05-31,363.77,payment
C-0205,2021-07-01,2021-07-01,363.77,payment
C-0205,2021-07-31,2021-07-31,363.77,payment
C-0205,2021-08-31,2021-08-31,363.77,payment
C-0205,2021-10-01,2021-10-01,363.77,payment
C-0205,2021-10-31,2021-10-31,363.77,payment
C-0205,2021-12-01,2021-12-01,363.77,payment
C-0205,2021-12-31,2021-12-31,363.77,payment
C-0205,2022-01-31,2022-01-31,363.77,payment
C-0205,2022-03-03,2022-03-03,363.77,payment
C-0205,2022-03-31,2022-03-31,363.77,payment
C-0205,2022-05-01,2022-05-01,363.77,payment
C-0205,2022-05-31,2022-05-31,363.77,payment
C-0205,2022-07-01,2022-07-01,363.77,payment
C-0205,2022-07-31,2022-07-31,363.77,payment
C-0205,2022-08-31,2022-08-31,363.77,payment
C-0205,2022-10-01,2022-10-01,363.77,payment
C-0205,2022-10-31,2022-10-31,363.77,payment
C-0205,2022-12-01,2022-12-01,363.77,payment
C-0205,2022-12-31,2022-12-31,363.77,payment
C-0205,2023-01-31,2023-01-31,363.77,payment
C-0205,2023-03-03,2023-03-03,363.77,payment
C-0205,2023-03-31,2023-03-31,363.77,payment
C-0205,2023-05-01,2023-05-01,363.77,payment
C-0205,2023-05-31,2023-05-31,363.77,payment
C-0205,2023-07-01,2023-07-01,363.77,payment
C-0205,2023-07-31,2023-07-31,363.77,payment
C-0205,2023-08-31,2023-08-31,363.77,payment
C-0205,2023-10-01,2023-10-16,363.77,payment
C-0205,2023-10-31,2023-11-11,363.77,payment
C-0205,2023-12-01,2023-12-01,363.77,payment
C-0205,2023-12-31,2023-12-31,363.77,payment
C-0205,2024-01-31,2024-01-31,363.77,payment
C-0205,2024-03-02,2024-03-02,363.77,payment
C-0205,2024-03-31,2024-03-31,363.77,payment
C-0205,2024-05-01,2024-05-01,363.77,payment
C-0205,2024-05-31,2024-05-31,363.77,payment
C-0205,2024-07-01,2024-07-01,363.77,payment
C-0205,2024-07-31,2024-07-31,363.77,payment
C-0205,2024-08-31,2024-08-31,363.77,payment
C-0205,2024-10-01,2024-10-01,363.77,payment
C-0205,2024-10-31,2024-10-31,363.77,payment
C-0205,2024-12-01,2024-12-01,363.77,payment
C-0206,2020-12-31,2021-01-05,2763,payment
C-0206,2021-12-31,2021-12-31,2763,payment
C-0206,2022-12-31,2023-01-02,2763,payment
C-0206,2023-12-31,2023-12-31,2763,payment
C-0207,2022-05-01,2022-05-11,3889.56,payment
C-0207,2023-05-01,2023-05-14,3889.56,payment
C-0207,2024-05-01,2024-05-04,3889.56,payment
C-0208,2023-05-01,2023-05-01,8244.24,payment
C-0208,2024-05-01,2024-05-14,8244.24,payment
C-0209,2021-07-31,2021-08-02,2019.6,payment
C-0209,2022-07-31,2022-08-14,2019.6,payment
C-0209,2023-07-31,2023-08-04,2019.6,payment
C-0209,2024-07-31,2024-07-31,2019.6,payment
C-0210,2022-10-31,2022-10-31,3731.75,payment
C-0210,2022-12-01,2022-12-01,3731.75,payment
C-0210,2022-12-31,2022-12-31,3731.75,payment
C-0210,2023-01-31,2023-01-31,3731.75,payment
C-0210,2023-03-03,2023-03-03,3731.75,payment
C-0210,2023-03-31,2023-03-31,3731.75,payment
C-0210,2023-05-01,2023-05-01,3731.75,payment
C-0210,2023-05-31,2023-05-31,3731.75,payment
C-0210,2023-07-01,2023-07-01,3731.75,payment
C-0210,2023-07-31,2023-07-31,3731.75,payment
C-0210,2023-08-31,2023-08-31,3731.75,payment
C-0210,2023-10-01,2023-10-01,3731.75,payment
C-0210,2023-10-31,2023-10-31,3731.75,payment
C-0210,2023-12-01,2023-12-01,3731.75,payment
C-0210,2023-12-31,2023-12-31,3731.75,payment
C-0210,2024-01-31,2024-01-31,3731.75,payment
C-0210,2024-03-02,2024-03-02,3731.75,payment
C-0210,2024-03-31,2024-03-31,3731.75,payment
C-0210,2024-05-01,2024-05-01,3731.75,payment
C-0210,2024-05-31,2024-05-31,3731.75,payment
C-0210,2024-07-01,2024-07-01,3731.75,payment
C-0210,2024-07-31,2024-07-31,3731.75,payment
C-0210,2024-08-31,2024-08-31,3731.75,payment
C-0210,2024-10-01,2024-10-01,3731.75,payment
C-0210,2024-10-31,2024-10-31,3731.75,payment
C-0210,2024-12-01,2024-12-01,3731.75,payment
C-0211,2022-10-31,2022-10-31,1714.39,payment
C-0211,2022-12-01,2022-12-01,1714.39,payment
C-0211,2022-12-31,2022-12-31,1714.39,payment
C-0211,2023-01-31,2023-01-31,1714.39,payment
C-0211,2023-03-03,2023-03-03,1714.39,payment
C-0211,2023-03-31,2023-03-31,1714.39,payment
C-0211,2023-05-01,2023-05-01,1714.39,payment
C-0211,2023-05-31,2023-05-31,1714.39,payment
C-0211,2023-07-01,2023-07-01,1714.39,payment
C-0211,2023-07-31,2023-07-31,1714.39,payment
C-0211,2023-08-31,2023-08-31,1714.39,payment
C-0211,2023-10-01,2023-10-01,1714.39,payment
C-0211,2023-10-31,2023-10-31,1714.39,payment
C-0211,2023-12-01,2023-12-01,1714.39,payment
C-0211,2023-12-31,2023-12-31,1714.39,payment
C-0211,2024-01-31,2024-01-31,1714.39,payment
C-0211,2024-03-02,2024-03-02,1714.39,payment
C-0211,2024-03-31,2024-03-31,1714.39,payment
C-0211,2024-05-01,2024-05-01,1714.39,payment
C-0211,2024-05-31,2024-05-31,1714.39,payment
C-0211,2024-07-01,2024-07-01,1714.39,payment
C-0211,2024-07-31,2024-07-31,1714.39,payment
C-0211,2024-08-31,2024-08-31,1714.39,payment
C-0211,2024-10-01,2024-10-01,1714.39,payment
C-0211,2024-10-31,2024-10-31,1714.39,payment
C-0211,2024-12-01,2024-12-01,1714.39,payment
C-0212,2022-07-31,2022-07-31,126.56,payment
C-0212,2022-08-31,2022-08-31,126.56,payment
C-0212,2022-10-01,2022-10-01,126.56,payment
C-0212,2022-10-31,2022-10-31,126.56,payment
C-0212,2022-12-01,2022-12-01,126.56,payment
C-0212,2022-12-31,2022-12-31,126.56,payment
C-0212,2023-01-31,2023-01-31,126.56,payment
C-0212,2023-03-03,2023-03-03,126.56,payment
C-0212,2023-03-31,2023-04-14,126.56,payment
C-0212,2023-05-01,2023-05-09,126.56,payment
C-0212,2023-05-31,2023-05-31,126.56,payment
C-0212,2023-07-01,2023-07-01,126.56,payment
C-0212,2023-07-31,2023-08-03,126.56,payment
C-0212,2023-08-31,2023-08-31,126.56,payment
C-0212,2023-10-01,2023-10-01,126.56,payment
C-0212,2023-10-31,2023-11-13,126.56,payment
C-0212,2023-12-01,2023-12-01,126.56,payment
C-0212,2023-12-31,2023-12-31,126.56,payment
C-0212,2024-01-31,2024-01-31,126.56,payment
C-0212,2024-03-02,2024-03-02,126.56,payment
C-0212,2024-03-31,2024-03-31,126.56,payment
C-0212,2024-05-01,2024-05-01,126.56,payment
C-0212,2024-05-31,2024-05-31,126.56,payment
C-0212,2024-07-01,2024-07-01,126.56,payment
C-0212,2024-07-31,2024-07-31,126.56,payment
C-0212,2024-08-31,2024-09-11,126.56,payment
C-0212,2024-10-01,2024-10-01,126.56,payment
C-0212,2024-10-31,2024-10-31,126.56,payment
C-0212,2024-12-01,2024-12-01,126.56,payment
C-0213,2023-12-01,2023-12-15,53631.72,payment
C-0213,2024-12-01,2024-12-16,53631.72,payment
C-0214,2024-01-31,2024-02-09,7911,payment
C-0214,2024-01-31,2024-02-13,7911,dunning
C-0215,2024-10-01,2024-10-04,5814.24,dunning
C-0215,2024-10-01,2024-10-07,5814.24,dunning
C-0215,2024-10-01,2024-10-09,5814.24,dunning
C-0215,2024-10-01,2024-10-11,5814.24,dunning
C-0215,2024-10-01,2024-10-15,5814.24,payment
C-0216,2024-12-01,2024-12-08,12101.16,dunning
C-0216,2024-12-01,2024-12-13,12101.16,payment
C-0216,2024-12-01,2024-12-15,12101.16,dunning
C-0217,2022-10-01,2022-10-08,635.52,payment
C-0217,2023-10-01,2023-10-04,635.52,payment
C-0217,2024-10-01,2024-10-07,635.52,payment
C-0218,2024-07-31,2024-08-01,6189.36,dunning
C-0218,2024-07-31,2024-08-03,6189.36,payment
C-0218,2024-07-31,2024-08-05,6189.36,dunning
C-0219,2021-12-31,2021-12-31,3320.14,payment
C-0219,2022-01-31,2022-01-31,3320.14,payment
C-0219,2022-03-03,2022-03-03,3320.14,payment
C-0219,2022-03-31,2022-03-31,3320.14,payment
C-0219,2022-05-01,2022-05-01,3320.14,payment
C-0219,2022-05-31,2022-05-31,3320.14,payment
C-0219,2022-07-01,2022-07-01,3320.14,payment
C-0219,2022-07-31,2022-07-31,3320.14,payment
C-0219,2022-08-31,2022-08-31,3320.14,payment
C-0219,2022-10-01,2022-10-01,3320.14,payment
C-0219,2022-10-31,2022-10-31,3320.14,payment
C-0219,2022-12-01,2022-12-01,3320.14,payment
C-0219,2022-12-31,2023-01-15,3320.14,payment
C-0219,2023-01-31,2023-01-31,3320.14,payment
C-0219,2023-03-03,2023-03-03,3320.14,payment
C-0219,2023-03-31,2023-03-31,3320.14,payment
C-0219,2023-05-01,2023-05-01,3320.14,payment
C-0219,2023-05-31,2023-05-31,3320.14,payment
C-0219,2023-07-01,2023-07-01,3320.14,payment
C-0219,2023-07-31,2023-07-31,3320.14,payment
C-0219,2023-08-31,2023-08-31,3320.14,payment
C-0219,2023-10-01,2023-10-01,3320.14,payment
C-0219,2023-10-31,2023-10-31,3320.14,payment
C-0219,2023-12-01,2023-12-01,3320.14,payment
C-0219,2023-12-31,2023-12-31,3320.14,payment
C-0219,2024-01-31,2024-01-31,3320.14,payment
C-0219,2024-03-02,2024-03-02,3320.14,payment
C-0219,2024-03-31,2024-03-31,3320.14,payment
C-0219,2024-05-01,2024-05-01,3320.14,payment
C-0219,2024-05-31,2024-05-31,3320.14,payment
C-0219,2024-07-01,2024-07-01,3320.14,payment
C-0219,2024-07-31,2024-07-31,3320.14,payment
C-0219,2024-08-31,2024-08-31,3320.14,payment
C-0219,2024-10-01,2024-10-12,3320.14,payment
C-0219,2024-10-31,2024-10-31,3320.14,payment
C-0219,2024-12-01,2024-12-01,3320.14,payment
C-0220,2022-08-31,2022-08-31,3803.76,payment
C-0220,2023-08-31,2023-08-31,3803.76,payment
C-0220,2024-08-31,2024-09-14,3803.76,payment
C-0221,2022-03-03,2022-03-03,1702.44,payment
C-0221,2023-03-03,2023-03-09,1702.44,payment
C-0221,2024-03-03,2024-03-03,1702.44,payment
C-0222,2022-05-01,2022-05-14,4315.8,payment
C-0222,2023-05-01,2023-05-02,4315.8,dunning
C-0222,2023-05-01,2023-05-08,4315.8,payment
C-0222,2024-05-01,2024-05-12,4315.8,payment
C-0223,2024-05-01,2024-05-10,59934.96,payment
C-0223,2024-05-01,2024-05-15,59934.96,dunning
C-0224,2023-01-31,2023-01-31,1950.36,payment
C-0224,2024-01-31,2024-01-31,1950.36,payment
C-0225,2021-05-01,2021-05-01,8330.64,payment
C-0225,2022-05-01,2022-05-09,8330.64,payment
C-0225,2023-05-01,2023-05-11,8330.64,payment
C-0225,2024-05-01,2024-05-15,8330.64,payment
C-0226,2021-01-31,2021-01-31,132.21,payment
C-0226,2021-03-03,2021-03-03,132.21,payment
C-0226,2021-03-31,2021-03-31,132.21,payment
C-0226,2021-05-01,2021-05-01,132.21,payment
C-0226,2021-05-31,2021-05-31,132.21,payment
C-0226,2021-07-01,2021-07-01,132.21,payment
C-0226,2021-07-31,2021-07-31,132.21,payment
C-0226,2021-08-31,2021-08-31,132.21,payment
C-0226,2021-10-01,2021-10-01,132.21,payment
C-0226,2021-10-31,2021-10-31,132.21,payment
C-0226,2021-12-01,2021-12-01,132.21,payment
C-0226,2021-12-31,2021-12-31,132.21,payment
C-0226,2022-01-31,2022-01-31,132.21,payment
C-0226,2022-03-03,2022-03-03,132.21,payment
C-0226,2022-03-31,2022-03-31,132.21,payment
C-0226,2022-05-01,2022-05-01,132.21,payment
C-0226,2022-05-31,2022-05-31,132.21,payment
C-0226,2022-07-01,2022-07-01,132.21,payment
C-0226,2022-07-31,2022-07-31,132.21,payment
C-0226,2022-08-31,2022-08-31,132.21,payment
C-0226,2022-10-01,2022-10-10,132.21,payment
C-0226,2022-10-31,2022-10-31,132.21,payment
C-0226,2022-12-01,2022-12-01,132.21,payment
C-0226,2022-12-31,2022-12-31,132.21,payment
C-0226,2023-01-31,2023-01-31,132.21,payment
C-0226,2023-03-03,2023-03-03,132.21,payment
C-0226,2023-03-31,2023-03-31,132.21,payment
C-0226,2023-05-01,2023-05-01,132.21,payment
C-0226,2023-05-31,2023-05-31,132.21,payment
C-0226,2023-07-01,2023-07-01,132.21,payment
C-0226,2023-07-31,2023-07-31,132.21,payment
C-0226,2023-08-31,2023-08-31,132.21,payment
C-0226,2023-10-01,2023-10-01,132.21,payment
C-0226,2023-10-31,2023-10-31,132.21,payment
C-0226,2023-12-01,2023-12-01,132.21,payment
