ticket_id,customer_id,created_date,category,priority,status
TK-03724,C-0428,2024-10-11,Technical,Medium,Resolved
TK-03725,C-0428,2024-10-14,Onboarding,Critical,In Progress
TK-03726,C-0428,2024-10-18,Technical,Medium,Closed
TK-03727,C-0428,2024-10-22,Billing,Medium,Open
TK-03728,C-0428,2024-12-03,Feature Request,High,In Progress
TK-03729,C-0428,2024-12-06,Billing,High,Closed
TK-03730,C-0428,2024-12-07,Technical,Medium,Resolved
TK-03731,C-0428,2024-12-08,Account,High,Closed
TK-03732,C-0428,2024-12-30,Onboarding,Medium,Resolved
TK-03733,C-0428,2024-11-25,Feature Request,Medium,Closed
TK-03734,C-0429,2024-02-04,Billing,Medium,Closed
TK-03735,C-0429,2024-05-01,Technical,High,Closed
TK-03736,C-0429,2024-10-03,Billing,Low,Closed
TK-03737,C-0429,2024-10-13,Technical,Medium,In Progress
TK-03738,C-0429,2024-10-22,Billing,Medium,Resolved
TK-03739,C-0429,2024-10-29,Technical,Critical,Closed
TK-03740,C-0429,2024-11-08,Account,Medium,Resolved
TK-03741,C-0429,2024-11-10,Feature Request,Low,Resolved
TK-03742,C-0429,2024-11-21,Billing,Medium,In Progress
TK-03743,C-0429,2024-11-26,Onboarding,Medium,Resolved
TK-03744,C-0430,2024-07-05,Technical,Medium,Closed
TK-03745,C-0431,2024-04-11,Onboarding,High,Closed
TK-03746,C-0431,2024-08-11,Feature Request,Medium,Open
TK-03747,C-0431,2024-10-03,Technical,High,Closed
TK-03748,C-0431,2024-10-05,Account,Medium,Closed
TK-03749,C-0431,2024-10-10,Account,Medium,Closed
TK-03750,C-0431,2024-10-11,Account,Medium,Resolved
TK-03751,C-0431,2024-10-15,Billing,Low,Resolved
TK-03752,C-0431,2024-10-23,Account,Critical,Resolved
TK-03753,C-0431,2024-10-23,Technical,Medium,Resolved
TK-03754,C-0431,2024-10-24,Feature Request,Low,Closed
TK-03755,C-0431,2024-11-01,Billing,Medium,Resolved
TK-03756,C-0431,2024-11-02,Technical,High,Resolved
TK-03757,C-0431,2024-11-06,Technical,Medium,Closed
TK-03758,C-0431,2024-11-20,Account,Medium,In Progress
TK-03759,C-0431,2024-12-03,Billing,High,In Progress
TK-03760,C-0431,2024-12-18,Onboarding,High,Resolved
TK-03761,C-0431,2024-12-24,Onboarding,Low,Resolved
TK-03762,C-0432,2024-06-01,Account,Medium,Resolved
TK-03763,C-0432,2024-10-03,Technical,Medium,Resolved
TK-03764,C-0432,2024-10-06,Billing,High,Closed
TK-03765,C-0432,2024-10-14,Billing,High,Closed
TK-03766,C-0432,2024-10-24,Onboarding,Medium,In Progress
TK-03767,C-0432,2024-10-26,Technical,Medium,Closed
TK-03768,C-0432,2024-11-06,Technical,Low,Closed
TK-03769,C-0432,2024-11-22,Billing,Critical,Closed
TK-03770,C-0432,2024-11-22,Account,Medium,Closed
TK-03771,C-0432,2024-11-24,Billing,Medium,Closed
TK-03772,C-0432,2024-12-01,Billing,Medium,Closed
TK-03773,C-0432,2024-12-14,Technical,Medium,Closed
TK-03774,C-0432,2024-12-17,Account,Medium,Resolved
TK-03775,C-0432,2024-12-18,Feature Request,Medium,Closed
TK-03776,C-0432,2024-12-28,Technical,Medium,Resolved
TK-03777,C-0433,2024-08-20,Account,Medium,Closed
TK-03778,C-0434,2024-05-16,Technical,High,Resolved
TK-03779,C-0434,2024-08-14,Feature Request,Medium,Closed
TK-03780,C-0434,2024-10-13,Feature Request,Low,Closed
TK-03781,C-0434,2024-10-23,Technical,Low,Resolved
TK-03782,C-0434,2024-10-24,Technical,High,Closed
TK-03783,C-0434,2024-10-30,Technical,Medium,Resolved
TK-03784,C-0434,2024-11-02,Technical,Low,Closed
TK-03785,C-0434,2024-11-11,Technical,High,In Progress
TK-03786,C-0434,2024-11-12,Account,High,Resolved
TK-03787,C-0434,2024-11-22,Technical,Low,Closed
TK-03788,C-0434,2024-11-25,Billing,Low,Closed
TK-03789,C-0434,2024-11-26,Account,Medium,Resolved
TK-03790,C-0434,2024-11-28,Feature Request,Low,Resolved
TK-03791,C-0434,2024-12-06,Feature Request,High,Closed
TK-03792,C-0434,2024-12-16,Technical,Medium,Closed
TK-03793,C-0434,2024-12-19,Feature Request,Medium,Closed
TK-03794,C-0434,2024-12-26,Billing,High,Resolved
TK-03795,C-0435,2024-08-26,Billing,Low,Closed
TK-03796,C-0435,2024-10-10,Billing,Low,In Progress
TK-03797,C-0435,2024-10-14,Billing,Medium,Closed
TK-03798,C-0435,2024-11-01,Technical,Low,Resolved
TK-03799,C-0435,2024-11-03,Technical,Medium,Resolved
TK-03800,C-0435,2024-12-07,Onboarding,High,In Progress
TK-03801,C-0435,2024-12-11,Billing,Medium,Resolved
TK-03802,C-0435,2024-12-18,Account,High,Resolved
TK-03803,C-0435,2024-12-19,Account,Low,Closed
TK-03804,C-0435,2024-12-24,Technical,High,Closed
TK-03805,C-0436,2024-08-10,Onboarding,Medium,Resolved
TK-03806,C-0436,2024-10-06,Account,High,Open
TK-03807,C-0436,2024-10-13,Technical,Low,Open
TK-03808,C-0436,2024-10-15,Technical,Critical,Resolved
TK-03809,C-0436,2024-10-26,Account,Medium,Closed
TK-03810,C-0436,2024-11-07,Billing,Medium,Closed
TK-03811,C-0436,2024-11-09,Billing,Critical,In Progress
TK-03812,C-0436,2024-11-15,Billing,Medium,Resolved
TK-03813,C-0436,2024-12-04,Technical,Medium,Closed
TK-03814,C-0436,2024-12-06,Billing,Low,In Progress
TK-03815,C-0436,2024-12-12,Technical,Medium,Closed
TK-03816,C-0436,2024-12-13,Feature Request,Medium,Closed
TK-03817,C-0436,2024-12-15,Account,Low,Resolved
TK-03818,C-0436,2024-12-18,Technical,Medium,Resolved
TK-03819,C-0436,2024-12-21,Billing,Low,Resolved
TK-03820,C-0437,2024-04-01,Technical,High,Closed
TK-03821,C-0437,2024-09-17,Onboarding,Critical,Closed
TK-03822,C-0437,2024-10-07,Onboarding,Medium,Closed
TK-03823,C-0437,2024-10-29,Technical,Low,Open
TK-03824,C-0437,2024-11-26,Billing,High,Resolved
TK-03825,C-0438,2024-05-30,Account,Critical,Closed
TK-03826,C-0438,2024-06-14,Account,High,Resolved
TK-03827,C-0439,2024-02-28,Technical,Low,Closed
TK-03828,C-0439,2024-03-10,Billing,Low,Closed
TK-03829,C-0439,2024-11-07,Billing,Low,Resolved
TK-03830,C-0440,2024-06-12,Technical,Low,Open
TK-03831,C-0440,2024-10-17,Technical,Medium,Open
TK-03832,C-0440,2024-10-17,Billing,Medium,Resolved
TK-03833,C-0440,2024-10-30,Technical,Medium,Closed
TK-03834,C-0440,2024-11-01,Technical,Low,Closed
TK-03835,C-0440,2024-11-23,Technical,Medium,Resolved
TK-03836,C-0440,2024-11-28,Onboarding,Medium,In Progress
TK-03837,C-0440,2024-11-28,Billing,Medium,Closed
TK-03838,C-0440,2024-12-09,Technical,Medium,Closed
TK-03839,C-0440,2024-12-12,Feature Request,High,In Progress
TK-03840,C-0440,2024-12-21,Technical,Medium,Resolved
TK-03841,C-0440,2024-12-24,Feature Request,Low,In Progress
TK-03842,C-0441,2024-10-04,Onboarding,Low,Resolved
TK-03843,C-0441,2024-10-25,Technical,Medium,Open
TK-03844,C-0441,2024-10-25,Onboarding,Low,Closed
TK-03845,C-0441,2024-11-04,Feature Request,Low,Closed
TK-03846,C-0441,2024-11-05,Technical,Critical,Resolved
TK-03847,C-0441,2024-11-05,Billing,High,Closed
TK-03848,C-0441,2024-11-05,Feature Request,Critical,In Progress
TK-03849,C-0441,2024-11-21,Onboarding,Medium,In Progress
TK-03850,C-0441,2024-11-24,Billing,Medium,Closed
TK-03851,C-0441,2024-11-24,Technical,Medium,Resolved
TK-03852,C-0441,2024-11-26,Technical,Medium,Resolved
TK-03853,C-0441,2024-11-29,Technical,Medium,Closed
TK-03854,C-0441,2024-12-19,Billing,Medium,Closed
TK-03855,C-0441,2024-12-19,Technical,Low,Closed
TK-03856,C-0442,2024-01-13,Technical,Critical,Closed
TK-03857,C-0442,2024-08-07,Billing,Medium,Resolved
TK-03858,C-0442,2024-10-05,Account,Medium,In Progress
TK-03859,C-0443,2024-01-25,Technical,Medium,Open
TK-03860,C-0443,2024-10-03,Account,Low,Resolved
TK-03861,C-0443,2024-10-17,Billing,High,Resolved
TK-03862,C-0443,2024-11-14,Technical,Medium,Closed
TK-03863,C-0443,2024-11-29,Billing,Low,Resolved
TK-03864,C-0443,2024-12-07,Billing,Low,Closed
TK-03865,C-0443,2024-12-11,Feature Request,Low,Closed
TK-03866,C-0443,2024-12-16,Billing,Low,Closed
TK-03867,C-0443,2024-12-20,Feature Request,Medium,Open
TK-03868,C-0444,2024-09-03,Billing,High,Resolved
TK-03869,C-0444,2024-10-05,Feature Request,Medium,In Progress
TK-03870,C-0444,2024-10-15,Technical,Medium,Closed
TK-03871,C-0444,2024-10-16,Technical,Critical,Closed
TK-03872,C-0444,2024-10-19,Technical,High,Resolved
TK-03873,C-0444,2024-10-25,Billing,Critical,Resolved
TK-03874,C-0444,2024-10-26,Account,Medium,Closed
TK-03875,C-0444,2024-10-28,Technical,Medium,In Progress
TK-03876,C-0444,2024-11-01,Feature Request,Medium,Open
TK-03877,C-0444,2024-11-03,Billing,Medium,Resolved
TK-03878,C-0444,2024-11-04,Technical,Medium,Closed
TK-03879,C-0444,2024-11-17,Technical,Medium,Closed
TK-03880,C-0444,2024-11-28,Account,Low,Open
TK-03881,C-0444,2024-11-28,Billing,Critical,Closed
TK-03882,C-0444,2024-12-03,Billing,Low,Resolved
TK-03883,C-0444,2024-12-07,Account,High,Resolved
TK-03884,C-0445,2024-02-08,Account,Medium,Closed
TK-03885,C-0445,2024-10-03,Technical,Low,Resolved
TK-03886,C-0445,2024-10-15,Technical,Medium,Closed
TK-03887,C-0445,2024-10-28,Technical,High,Open
TK-03888,C-0445,2024-11-04,Technical,Medium,Resolved
TK-03889,C-0445,2024-11-10,Technical,Low,Resolved
TK-03890,C-0445,2024-12-01,Account,Medium,In Progress
TK-03891,C-0445,2024-12-10,Technical,Medium,Resolved
TK-03892,C-0445,2024-12-16,Billing,Medium,Closed
TK-03893,C-0445,2024-12-30,Billing,Medium,Resolved
TK-03894,C-0446,2024-10-12,Billing,Medium,Resolved
TK-03895,C-0446,2024-11-06,Billing,Critical,In Progress
TK-03896,C-0446,2024-11-13,Account,Low,Open
TK-03897,C-0446,2024-11-18,Billing,Low,Open
TK-03898,C-0446,2024-11-28,Billing,High,Resolved
TK-03899,C-0446,2024-12-04,Feature Request,Medium,Open
TK-03900,C-0446,2024-12-10,Billing,Critical,Resolved
TK-03901,C-0447,2024-04-03,Technical,Medium,Resolved
TK-03902,C-0447,2024-10-23,Billing,Medium,In Progress
TK-03903,C-0447,2024-10-30,Technical,Medium,In Progress
TK-03904,C-0447,2024-11-08,Onboarding,Medium,Resolved
TK-03905,C-0447,2024-11-20,Billing,High,Closed
TK-03906,C-0447,2024-12-07,Technical,High,Resolved
TK-03907,C-0447,2024-12-09,Account,Medium,In Progress
TK-03908,C-0447,2024-10-13,Billing,Critical,Open
TK-03909,C-0448,2024-02-10,Technical,Low,Closed
TK-03910,C-0448,2024-06-02,Feature Request,High,Closed
TK-03911,C-0448,2024-10-03,Account,Low,Resolved
TK-03912,C-0448,2024-10-03,Billing,High,In Progress
TK-03913,C-0448,2024-10-11,Technical,Medium,Open
TK-03914,C-0448,2024-10-18,Technical,Low,Closed
TK-03915,C-0448,2024-11-15,Account,Medium,Resolved
TK-03916,C-0448,2024-12-07,Feature Request,High,Resolved
TK-03917,C-0448,2024-11-18,Billing,Medium,Open
TK-03918,C-0449,2024-01-20,Feature Request,Medium,Open
TK-03919,C-0449,2024-03-01,Billing,High,Resolved
TK-03920,C-0449,2024-10-08,Billing,Low,Closed
TK-03921,C-0449,2024-10-14,Onboarding,Medium,Closed
TK-03922,C-0449,2024-10-15,Technical,High,Open
TK-03923,C-0449,2024-11-16,Billing,High,Resolved
TK-03924,C-0449,2024-12-02,Feature Request,Low,Closed
TK-03925,C-0449,2024-12-08,Technical,Critical,In Progress
TK-03926,C-0450,2024-08-19,Account,Critical,Resolved
TK-03927,C-0450,2024-09-12,Feature Request,Medium,Closed
TK-03928,C-0450,2024-10-14,Billing,Critical,In Progress
TK-03929,C-0450,2024-10-20,Technical,High,Resolved
TK-03930,C-0450,2024-10-26,Billing,Low,Resolved
TK-03931,C-0450,2024-11-08,Account,Low,Resolved
TK-03932,C-0450,2024-11-12,Feature Request,High,Closed
TK-03933,C-0450,2024-11-14,Billing,Medium,Resolved
TK-03934,C-0450,2024-11-25,Billing,Medium,Resolved
TK-03935,C-0450,2024-12-02,Technical,Medium,In Progress
TK-03936,C-0450,2024-12-07,Technical,Medium,Closed
TK-03937,C-0451,2024-08-23,Feature Request,Medium,Closed
TK-03938,C-0451,2024-09-22,Technical,Medium,Closed
TK-03939,C-0451,2024-10-23,Account,High,Open
TK-03940,C-0451,2024-11-01,Feature Request,Medium,Resolved
TK-03941,C-0451,2024-12-05,Feature Request,High,Resolved
TK-03942,C-0451,2024-12-05,Billing,Medium,Open
TK-03943,C-0451,2024-12-18,Billing,Low,Closed
TK-03944,C-0452,2024-04-18,Feature Request,High,Closed
TK-03945,C-0452,2024-09-17,Onboarding,Low,Closed
TK-03946,C-0452,2024-10-05,Technical,High,Resolved
TK-03947,C-0452,2024-10-10,Feature Request,Medium,Closed
TK-03948,C-0452,2024-10-31,Technical,Medium,Resolved
TK-03949,C-0452,2024-11-06,Technical,High,In Progress
TK-03950,C-0452,2024-11-13,Onboarding,Medium,Closed
TK-03951,C-0452,2024-11-21,Feature Request,Low,Open
TK-03952,C-0452,2024-12-02,Account,Low,Resolved
TK-03953,C-0452,2024-12-08,Account,Low,Closed
TK-03954,C-0452,2024-12-12,Technical,Medium,Closed
TK-03955,C-0452,2024-12-18,Feature Request,Low,Closed
TK-03956,C-0453,2024-07-20,Technical,Medium,Open
TK-03957,C-0453,2024-10-12,Billing,Low,In Progress
TK-03958,C-0453,2024-10-18,Billing,High,Resolved
TK-03959,C-0453,2024-11-02,Account,High,Closed
TK-03960,C-0453,2024-11-13,Billing,Low,Resolved
TK-03961,C-0453,2024-11-13,Technical,High,In Progress
TK-03962,C-0453,2024-11-17,Billing,Low,Closed
TK-03963,C-0453,2024-11-21,Technical,Low,Closed
TK-03964,C-0453,2024-11-24,Technical,High,Closed
TK-03965,C-0453,2024-12-16,Onboarding,Low,Closed
TK-03966,C-0453,2024-12-24,Feature Request,Low,Open
TK-03967,C-0453,2024-12-29,Onboarding,Low,Closed
TK-03968,C-0454,2024-01-28,Account,Medium,In Progress
TK-03969,C-0454,2024-10-03,Technical,Medium,Closed
TK-03970,C-0454,2024-10-12,Billing,Medium,In Progress
TK-03971,C-0454,2024-10-24,Billing,Low,In Progress
TK-03972,C-0454,2024-10-28,Technical,High,Resolved
TK-03973,C-0454,2024-10-31,Account,Medium,In Progress
TK-03974,C-0454,2024-10-31,Feature Request,Medium,Resolved
TK-03975,C-0454,2024-11-27,Onboarding,High,Resolved
TK-03976,C-0454,2024-11-29,Technical,High,Resolved
TK-03977,C-0454,2024-12-10,Technical,Low,Open
TK-03978,C-0454,2024-12-12,Account,Medium,Resolved
TK-03979,C-0454,2024-12-18,Billing,Medium,Closed
TK-03980,C-0455,2024-09-14,Billing,High,Resolved
TK-03981,C-0455,2024-10-14,Billing,Medium,In Progress
TK-03982,C-0455,2024-10-24,Technical,High,Resolved
TK-03983,C-0455,2024-10-25,Billing,High,Resolved
TK-03984,C-0455,2024-10-25,Technical,Low,Closed
TK-03985,C-0455,2024-10-30,Feature Request,High,Resolved
TK-03986,C-0455,2024-11-03,Technical,Critical,Resolved
TK-03987,C-0455,2024-11-22,Technical,High,Closed
TK-03988,C-0455,2024-11-30,Technical,High,Closed
TK-03989,C-0455,2024-12-10,Technical,High,Resolved
TK-03990,C-0455,2024-12-13,Billing,Low,In Progress
TK-03991,C-0455,2024-12-26,Account,Medium,Resolved
TK-03992,C-0456,2024-07-06,Billing,Medium,Resolved
TK-03993,C-0456,2024-07-26,Technical,Low,In Progress
TK-03994,C-0456,2024-10-18,Account,Low,Resolved
TK-03995,C-0456,2024-10-27,Technical,Medium,In Progress
TK-03996,C-0456,2024-11-12,Billing,Medium,Closed
TK-03997,C-0456,2024-11-24,Account,High,Open
TK-03998,C-0456,2024-11-26,Account,Low,Closed
TK-03999,C-0456,2024-12-04,Billing,Low,Resolved
TK-04000,C-0456,2024-12-06,Billing,High,In Progress
TK-04001,C-0456,2024-12-13,Onboarding,High,In Progress
TK-04002,C-0456,2024-12-30,Account,Low,Closed
TK-04003,C-0456,2024-10-27,Billing,Medium,Resolved
TK-04004,C-0456,2024-11-30,Technical,High,In Progress
TK-04005,C-0456,2024-12-19,Technical,Critical,Open
TK-04006,C-0457,2024-03-14,Technical,Medium,Resolved
TK-04007,C-0457,2024-10-07,Technical,Low,Closed
TK-04008,C-0457,2024-10-20,Technical,High,Open
TK-04009,C-0457,2024-12-19,Feature Request,Low,Resolved
TK-04010,C-0457,2024-12-23,Billing,Low,Closed
TK-04011,C-0457,2024-12-26,Technical,High,Closed
TK-04012,C-0458,2024-10-25,Technical,Medium,Closed
TK-04013,C-0458,2024-11-19,Technical,Low,Resolved
TK-04014,C-0458,2024-11-28,Billing,Medium,Resolved
TK-04015,C-0459,2024-04-08,Onboarding,Low,Closed
TK-04016,C-0459,2024-09-29,Technical,Low,Closed
TK-04017,C-0459,2024-10-11,Account,High,Resolved
TK-04018,C-0459,2024-10-18,Technical,High,Closed
TK-04019,C-0459,2024-11-15,Billing,High,Closed
TK-04020,C-0459,2024-11-20,Billing,Low,Closed
TK-04021,C-0459,2024-11-24,Technical,Medium,Resolved
TK-04022,C-0459,2024-12-02,Feature Request,Medium,Closed
TK-04023,C-0459,2024-12-02,Feature Request,High,Closed
TK-04024,C-0459,2024-12-06,Billing,Medium,Resolved
TK-04025,C-0459,2024-12-15,Account,High,Resolved
TK-04026,C-0459,2024-12-23,Billing,Medium,Resolved
TK-04027,C-0459,2024-12-25,Feature Request,Low,Closed
TK-04028,C-0459,2024-12-27,Billing,Low,Closed
TK-04029,C-0459,2024-12-27,Account,Low,Resolved
TK-04030,C-0460,2024-02-08,Account,Medium,Resolved
TK-04031,C-0460,2024-10-02,Billing,Medium,In Progress
TK-04032,C-0460,2024-10-06,Billing,Low,Closed
TK-04033,C-0460,2024-10-07,Billing,Medium,Closed
TK-04034,C-0460,2024-10-26,Technical,Medium,In Progress
TK-04035,C-0460,2024-11-10,Onboarding,Medium,Resolved
TK-04036,C-0460,2024-11-11,Billing,Low,Closed
TK-04037,C-0460,2024-11-17,Feature Request,High,Closed
TK-04038,C-0460,2024-12-17,Account,High,Resolved
TK-04039,C-0460,2024-12-17,Billing,Medium,Resolved
TK-04040,C-0460,2024-12-17,Technical,Medium,Resolved
TK-04041,C-0460,2024-12-25,Billing,High,Closed
TK-04042,C-0461,2024-05-11,Billing,High,Open
TK-04043,C-0461,2024-11-09,Account,Low,Closed
TK-04044,C-0461,2024-11-10,Account,Medium,Closed
TK-04045,C-0461,2024-11-10,Billing,Critical,Closed
TK-04046,C-0461,2024-11-24,Technical,High,Closed
TK-04047,C-0461,2024-12-06,Technical,Medium,Resolved
TK-04048,C-0461,2024-12-23,Billing,High,Open
TK-04049,C-0461,2024-12-25,Account,Medium,In Progress
TK-04050,C-0461,2024-12-29,Billing,Low,Closed
TK-04051,C-0462,2024-05-26,Feature Request,Low,Closed
TK-04052,C-0462,2024-12-17,Billing,Medium,Closed
TK-04053,C-0463,2024-07-12,Technical,High,Closed
TK-04054,C-0463,2024-10-03,Account,Low,Resolved
TK-04055,C-0463,2024-10-03,Billing,High,Resolved
TK-04056,C-0463,2024-10-19,Billing,Medium,Closed
TK-04057,C-0463,2024-10-20,Technical,High,In Progress
TK-04058,C-0463,2024-11-04,Technical,High,Closed
TK-04059,C-0463,2024-11-14,Technical,Low,In Progress
TK-04060,C-0463,2024-11-16,Account,High,Resolved
TK-04061,C-0463,2024-11-27,Technical,Low,Resolved
TK-04062,C-0463,2024-12-07,Onboarding,Low,Open
TK-04063,C-0463,2024-12-13,Technical,Low,Resolved
TK-04064,C-0463,2024-12-15,Billing,High,Resolved
TK-04065,C-0464,2024-10-20,Billing,Medium,In Progress
TK-04066,C-0464,2024-10-26,Onboarding,Low,Closed
TK-04067,C-0464,2024-10-27,Technical,Medium,Closed
TK-04068,C-0464,2024-10-29,Account,High,Resolved
TK-04069,C-0464,2024-10-31,Account,Medium,Closed
TK-04070,C-0464,2024-11-06,Feature Request,Critical,Closed
TK-04071,C-0464,2024-11-17,Technical,High,Closed
TK-04072,C-0464,2024-11-17,Billing,Low,Open
TK-04073,C-0464,2024-11-27,Technical,Low,In Progress
TK-04074,C-0464,2024-12-05,Billing,Low,Closed
TK-04075,C-0464,2024-12-06,Feature Request,Low,Resolved
TK-04076,C-0464,2024-12-09,Technical,Critical,Closed
TK-04077,C-0464,2024-12-26,Account,Low,Resolved
TK-04078,C-0465,2024-04-23,Technical,Medium,Closed
TK-04079,C-0465,2024-09-06,Technical,Medium,Closed
TK-04080,C-0465,2024-10-04,Technical,Critical,Resolved
TK-04081,C-0465,2024-10-06,Billing,High,Resolved
TK-04082,C-0465,2024-10-11,Technical,Critical,Resolved
TK-04083,C-0465,2024-10-24,Billing,Medium,Resolved
TK-04084,C-0465,2024-10-28,Billing,Medium,In Progress
TK-04085,C-0465,2024-11-10,Feature Request,Medium,Resolved
TK-04086,C-0465,2024-11-15,Account,Medium,Closed
TK-04087,C-0465,2024-11-15,Account,Medium,Closed
TK-04088,C-0465,2024-12-03,Technical,Low,Closed
TK-04089,C-0465,2024-12-14,Billing,Medium,Resolved
TK-04090,C-0465,2024-12-15,Billing,Medium,Closed
TK-04091,C-0465,2024-12-19,Technical,Medium,Resolved
TK-04092,C-0465,2024-12-21,Onboarding,High,In Progress
TK-04093,C-0466,2024-07-08,Account,Medium,Resolved
TK-04094,C-0466,2024-10-23,Account,Medium,Resolved
TK-04095,C-0466,2024-11-27,Billing,High,Open
TK-04096,C-0466,2024-12-17,Technical,Medium,Open
TK-04097,C-0466,2024-12-18,Onboarding,Medium,Closed
TK-04098,C-0467,2024-03-12,Technical,Critical,Resolved
TK-04099,C-0467,2024-03-19,Billing,Medium,In Progress
TK-04100,C-0467,2024-10-10,Onboarding,Medium,Resolved
TK-04101,C-0467,2024-10-12,Billing,Medium,Resolved
TK-04102,C-0467,2024-10-15,Onboarding,Medium,Resolved
TK-04103,C-0467,2024-10-17,Account,Low,Closed
TK-04104,C-0467,2024-10-26,Billing,High,In Progress
TK-04105,C-0467,2024-10-26,Account,Low,Closed
TK-04106,C-0467,2024-11-18,Billing,High,In Progress
TK-04107,C-0467,2024-11-21,Technical,Low,Closed
TK-04108,C-0467,2024-11-27,Feature Request,Medium,In Progress
TK-04109,C-0467,2024-12-11,Billing,Critical,Open
TK-04110,C-0467,2024-12-12,Technical,Medium,Resolved
TK-04111,C-0467,2024-12-27,Technical,Medium,Open
TK-04112,C-0467,2024-10-26,Technical,Medium,Closed
TK-04113,C-0467,2024-11-27,Technical,High,Closed
TK-04114,C-0468,2024-08-06,Technical,Medium,Closed
TK-04115,C-0468,2024-10-05,Onboarding,Critical,Closed
TK-04116,C-0468,2024-10-13,Technical,Critical,Resolved
TK-04117,C-0468,2024-10-21,Account,Medium,Resolved
TK-04118,C-0468,2024-11-01,Billing,Critical,Resolved
TK-04119,C-0468,2024-11-09,Feature Request,Medium,Resolved
TK-04120,C-0468,2024-11-12,Technical,Medium,Closed
TK-04121,C-0468,2024-11-19,Billing,High,Closed
TK-04122,C-0468,2024-11-23,Technical,Medium,Closed
TK-04123,C-0468,2024-12-01,Technical,High,Closed
TK-04124,C-0468,2024-12-08,Technical,Medium,In Progress
TK-04125,C-0468,2024-12-15,Account,High,Closed
TK-04126,C-0468,2024-12-19,Onboarding,Medium,Resolved
TK-04127,C-0469,2024-10-05,Feature Request,High,Resolved
TK-04128,C-0469,2024-10-19,Billing,Low,Closed
TK-04129,C-0469,2024-10-31,Account,Low,In Progress
TK-04130,C-0469,2024-11-06,Account,Low,Closed
TK-04131,C-0469,2024-11-17,Billing,High,Closed
TK-04132,C-0469,2024-11-17,Technical,Medium,Resolved
TK-04133,C-0469,2024-11-24,Billing,Low,Resolved
TK-04134,C-0469,2024-11-27,Billing,Low,In Progress
TK-04135,C-0469,2024-11-29,Account,Medium,Closed
TK-04136,C-0469,2024-12-01,Onboarding,Low,Resolved
TK-04137,C-0469,2024-12-12,Account,High,In Progress
TK-04138,C-0469,2024-12-20,Technical,Medium,Closed
TK-04139,C-0470,2024-04-11,Billing,Medium,Resolved
TK-04140,C-0470,2024-05-07,Account,Medium,In Progress
TK-04141,C-0470,2024-08-12,Technical,Critical,Resolved
TK-04142,C-0470,2024-10-14,Onboarding,Medium,Closed
TK-04143,C-0470,2024-11-02,Billing,Medium,In Progress
TK-04144,C-0470,2024-11-19,Account,High,Open
TK-04145,C-0470,2024-11-30,Account,Low,Closed
TK-04146,C-0470,2024-12-06,Billing,Low,In Progress
TK-04147,C-0470,2024-12-12,Technical,High,Resolved
TK-04148,C-0470,2024-12-14,Feature Request,High,Resolved
TK-04149,C-0471,2024-04-26,Account,Low,Closed
TK-04150,C-0471,2024-10-08,Account,High,Closed
TK-04151,C-0471,2024-10-15,Account,Medium,Closed
TK-04152,C-0471,2024-10-21,Account,Low,Closed
TK-04153,C-0471,2024-10-30,Feature Request,Medium,Resolved
TK-04154,C-0471,2024-10-31,Technical,High,Closed
TK-04155,C-0471,2024-11-06,Onboarding,Medium,Resolved
TK-04156,C-0471,2024-11-16,Feature Request,Low,Closed
TK-04157,C-0471,2024-11-19,Technical,Medium,Closed
TK-04158,C-0471,2024-11-27,Technical,High,Resolved
TK-04159,C-0471,2024-12-14,Feature Request,Low,Resolved
TK-04160,C-0471,2024-12-18,Billing,Medium,Open
TK-04161,C-0471,2024-12-19,Feature Request,High,Closed
TK-04162,C-0471,2024-12-28,Technical,High,Closed
TK-04163,C-0471,2024-12-29,Technical,Low,Closed
TK-04164,C-0471,2024-01-16,Technical,Low,Closed
TK-04165,C-0472,2024-10-23,Billing,Medium,In Progress
TK-04166,C-0472,2024-10-24,Technical,High,Resolved
TK-04167,C-0472,2024-10-25,Technical,Low,In Progress
TK-04168,C-0472,2024-10-30,Billing,High,Closed
TK-04169,C-0472,2024-11-22,Billing,High,Closed
TK-04170,C-0472,2024-11-30,Onboarding,Low,In Progress
TK-04171,C-0472,2024-12-04,Account,Low,Resolved
TK-04172,C-0472,2024-12-06,Account,High,Closed
TK-04173,C-0472,2024-12-07,Technical,Medium,Resolved
TK-04174,C-0472,2024-12-08,Billing,High,Resolved
TK-04175,C-0472,2024-12-10,Technical,Medium,Open
TK-04176,C-0473,2024-02-07,Onboarding,Medium,Open
TK-04177,C-0473,2024-10-07,Billing,Medium,Resolved
TK-04178,C-0473,2024-10-16,Technical,Medium,Closed
TK-04179,C-0473,2024-10-17,Account,Low,Resolved
TK-04180,C-0473,2024-10-20,Technical,Critical,In Progress
TK-04181,C-0473,2024-11-08,Billing,Medium,In Progress
TK-04182,C-0473,2024-11-10,Billing,Low,Closed
TK-04183,C-0473,2024-11-13,Technical,Low,Resolved
TK-04184,C-0473,2024-12-23,Billing,Low,Open
TK-04185,C-0473,2024-12-30,Billing,Low,Resolved
TK-04186,C-0473,2024-10-18,Account,Low,Closed
TK-04187,C-0474,2024-08-13,Technical,High,Closed
TK-04188,C-0474,2024-09-05,Billing,Medium,Resolved
TK-04189,C-0474,2024-09-11,Technical,Medium,Closed
TK-04190,C-0474,2024-10-06,Account,Medium,Resolved
